Video Name,Judges,Primary Factors,,,,Control Factors,,,Assesment Score,,,
E07_P20_AR_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,0.5,6.5,92.85714286,92.85714286,92.86
,Dr Abid Hasan Khan,1,1,1,1,1,1,0.5,6.5,92.85714286,,
,Dr Rayhan Islam,1,1,1,1,1,1,0.5,6.5,92.85714286,,
E07_P20_AF_VML_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,0.5,5.4,77.14285714,77.14285714,77.14
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,0.5,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,0.5,5.4,77.14285714,,
E07_P20_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,0.5,5.4,77.14285714,77.14285714,77.14
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,0.5,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,0.5,5.4,77.14285714,,
E07_P20_AR_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,0.5,6.5,92.85714286,92.85714286,92.86
,Dr Abid Hasan Khan,1,1,1,1,1,1,0.5,6.5,92.85714286,,
,Dr Rayhan Islam,1,1,1,1,1,1,0.5,6.5,92.85714286,,
E07_P20_AF_VO_GM,Dr Mamun Mahmud,1,1,1,1,1,1,0.5,6.5,92.85714286,92.85714286,92.86
,Dr Abid Hasan Khan,1,1,1,1,1,1,0.5,6.5,92.85714286,,
,Dr Rayhan Islam,1,1,1,1,1,1,0.5,6.5,92.85714286,,
E07_P20_AL_VO_GM,Dr Mamun Mahmud,1,1,1,1,1,1,0.5,6.5,92.85714286,92.85714286,92.86
,Dr Abid Hasan Khan,1,1,1,1,1,1,0.5,6.5,92.85714286,,
,Dr Rayhan Islam,1,1,1,1,1,1,0.5,6.5,92.85714286,,
E07_P20_AR_VO_GM,Dr Mamun Mahmud,1,1,1,1,1,1,0.5,6.5,92.85714286,92.85714286,92.86
,Dr Abid Hasan Khan,1,1,1,1,1,1,0.5,6.5,92.85714286,,
,Dr Rayhan Islam,1,1,1,1,1,1,0.5,6.5,92.85714286,,
E07_P21_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0.6,1,1,0,4.6,65.71428571,65.71428571,65.71
,Dr Abid Hasan Khan,1,1,0,0.6,1,1,0,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,0,4.6,65.71428571,,
E07_P21_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0.6,1,1,0,4.6,65.71428571,65.71428571,65.71
,Dr Abid Hasan Khan,1,1,0,0.6,1,1,0,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,0,4.6,65.71428571,,
E07_P21_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0.6,1,1,0,4.6,65.71428571,65.71428571,65.71
,Dr Abid Hasan Khan,1,1,0,0.6,1,1,0,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,0,4.6,65.71428571,,
E07_P21_AF_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.7,1,1,0,4.7,67.14285714,67.14285714,67.14
,Dr Abid Hasan Khan,1,1,0,0.7,1,1,0,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.7,1,1,0,4.7,67.14285714,,
E07_P21_AL_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.6,1,1,0,4.6,65.71428571,65.71428571,65.71
,Dr Abid Hasan Khan,1,1,0,0.6,1,1,0,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,0,4.6,65.71428571,,
E07_P21_AR_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.6,1,1,0,4.6,65.71428571,65.71428571,65.71
,Dr Abid Hasan Khan,1,1,0,0.6,1,1,0,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,0,4.6,65.71428571,,
E07_P21_AF_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.2,1,1,0,4.2,60,60,60
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,0,4.2,60,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,0,4.2,60,,
E07_P21_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.1,1,1,0,4.1,58.57142857,58.57142857,58.57
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,0,4.1,58.57142857,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,0,4.1,58.57142857,,
E07_P21_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.1,1,1,0,4.1,58.57142857,58.57142857,58.57
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,0,4.1,58.57142857,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,0,4.1,58.57142857,,
E07_P21_AF_VLL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,0,4.9,70,70,70
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,0,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,0,4.9,70,,
E07_P21_AL_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,0,6,85.71428571,85.71428571,85.71
,Dr Abid Hasan Khan,1,1,1,1,1,1,0,6,85.71428571,,
,Dr Rayhan Islam,1,1,1,1,1,1,0,6,85.71428571,,
E07_P21_AR_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,0,6,85.71428571,85.71428571,85.71
,Dr Abid Hasan Khan,1,1,1,1,1,1,0,6,85.71428571,,
,Dr Rayhan Islam,1,1,1,1,1,1,0,6,85.71428571,,
E07_P21_AF_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,0,6,85.71428571,85.71428571,85.71
,Dr Abid Hasan Khan,1,1,1,1,1,1,0,6,85.71428571,,
,Dr Rayhan Islam,1,1,1,1,1,1,0,6,85.71428571,,
E07_P21_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,0,4.9,70,70,70
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,0,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,0,4.9,70,,
E07_P21_AR_VML_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,0,4.9,70,70,70
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,0,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,0,4.9,70,,
E07_P21_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,0,4.4,62.85714286,62.85714286,62.86
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,0,4.4,62.85714286,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,0,4.4,62.85714286,,
E07_P21_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0.3,1,1,0,4.3,61.42857143,61.42857143,61.43
,Dr Abid Hasan Khan,1,1,0,0.3,1,1,0,4.3,61.42857143,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,0,4.3,61.42857143,,
E07_P21_AR_VO_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,0,4.4,62.85714286,62.85714286,62.86
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,0,4.4,62.85714286,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,0,4.4,62.85714286,,
E07_P22_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,0,4.3,61.42857143,66.19047619,66.19
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,0,4.8,68.57142857,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,0,4.8,68.57142857,,
E07_P22_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,0,4.4,62.85714286,67.61904762,67.62
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,0,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,0,4.9,70,,
E07_P22_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0.6,1,0.5,0,4.1,58.57142857,63.33333333,63.33
,Dr Abid Hasan Khan,1,1,0,0.6,1,1,0,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,0,4.6,65.71428571,,
E07_P22_AF_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.6,1,1,0,4.6,65.71428571,65.71428571,65.71
,Dr Abid Hasan Khan,1,1,0,0.6,1,1,0,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,0,4.6,65.71428571,,
E07_P22_AL_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.7,1,1,0,4.7,67.14285714,67.14285714,67.14
,Dr Abid Hasan Khan,1,1,0,0.7,1,1,0,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.7,1,1,0,4.7,67.14285714,,
E07_P22_AR_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.3,1,1,0,4.3,61.42857143,61.42857143,61.43
,Dr Abid Hasan Khan,1,1,0,0.3,1,1,0,4.3,61.42857143,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,0,4.3,61.42857143,,
E07_P22_AF_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.8,1,1,0,4.8,68.57142857,68.57142857,68.57
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,0,4.8,68.57142857,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,0,4.8,68.57142857,,
E07_P22_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.8,1,1,0,4.8,68.57142857,68.57142857,68.57
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,0,4.8,68.57142857,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,0,4.8,68.57142857,,
E07_P22_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,0,4.4,62.85714286,62.85714286,62.86
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,0,4.4,62.85714286,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,0,4.4,62.85714286,,
E07_P22_AF_VLL_GM,Dr Mamun Mahmud,1,1,0,0.7,1,1,0,4.7,67.14285714,67.14285714,67.14
,Dr Abid Hasan Khan,1,1,0,0.7,1,1,0,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.7,1,1,0,4.7,67.14285714,,
E07_P22_AL_VLL_GM,Dr Mamun Mahmud,1,1,0,0.5,1,1,0,4.5,64.28571429,64.28571429,64.29
,Dr Abid Hasan Khan,1,1,0,0.5,1,1,0,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,0,4.5,64.28571429,,
E07_P22_AR_VLL_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,0,4.4,62.85714286,62.85714286,62.86
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,0,4.4,62.85714286,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,0,4.4,62.85714286,,
E07_P22_AF_VML_GM,Dr Mamun Mahmud,1,1,0,0.6,1,1,0,4.6,65.71428571,65.71428571,65.71
,Dr Abid Hasan Khan,1,1,0,0.6,1,1,0,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,0,4.6,65.71428571,,
E07_P22_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,0,4.4,62.85714286,62.85714286,62.86
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,0,4.4,62.85714286,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,0,4.4,62.85714286,,
E07_P22_AR_VML_GM,Dr Mamun Mahmud,1,1,0,0.2,1,1,0,4.2,60,60,60
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,0,4.2,60,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,0,4.2,60,,
E07_P22_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0.5,1,1,0,4.5,64.28571429,64.28571429,64.29
,Dr Abid Hasan Khan,1,1,0,0.5,1,1,0,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,0,4.5,64.28571429,,
E07_P22_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,0,4.4,62.85714286,62.85714286,62.86
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,0,4.4,62.85714286,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,0,4.4,62.85714286,,
E07_P22_AR_VO_GM,Dr Mamun Mahmud,1,1,0,0.3,1,1,0,4.3,61.42857143,61.42857143,61.43
,Dr Abid Hasan Khan,1,1,0,0.3,1,1,0,4.3,61.42857143,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,0,4.3,61.42857143,,
E07_P23_AF_VFL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E07_P23_AL_VFL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E07_P23_AR_VFL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E07_P23_AF_VHJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,0.5,6.5,92.85714286,92.85714286,92.86
,Dr Abid Hasan Khan,1,1,1,1,1,1,0.5,6.5,92.85714286,,
,Dr Rayhan Islam,1,1,1,1,1,1,0.5,6.5,92.85714286,,
E07_P23_AL_VHJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,0.5,6.5,92.85714286,92.85714286,92.86
,Dr Abid Hasan Khan,1,1,1,1,1,1,0.5,6.5,92.85714286,,
,Dr Rayhan Islam,1,1,1,1,1,1,0.5,6.5,92.85714286,,
E07_P23_AR_VHJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,0.5,6.5,92.85714286,92.85714286,92.86
,Dr Abid Hasan Khan,1,1,1,1,1,1,0.5,6.5,92.85714286,,
,Dr Rayhan Islam,1,1,1,1,1,1,0.5,6.5,92.85714286,,
E07_P23_AF_VLJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E07_P23_AL_VLJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E07_P23_AR_VLJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E07_P23_AF_VLL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,1,5.4,77.14285714,77.14285714,77.14
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E07_P23_AL_VLL_GM,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,1,5.3,75.71428571,75.71428571,75.71
,Dr Abid Hasan Khan,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
E07_P23_AR_VLL_GM,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,1,5.3,75.71428571,75.71428571,75.71
,Dr Abid Hasan Khan,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
E07_P23_AF_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,0.5,1,6.5,92.85714286,95.23809524,95.24
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,1,6.5,92.85714286,,
E07_P23_AL_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,0.5,1,6.5,92.85714286,95.23809524,95.24
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,1,6.5,92.85714286,,
E07_P23_AR_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,0.5,1,6.5,92.85714286,95.23809524,95.24
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,1,6.5,92.85714286,,
E07_P23_AF_VO_GM,Dr Mamun Mahmud,1,1,1,1,1,0.5,0.5,6,85.71428571,85.71428571,85.71
,Dr Abid Hasan Khan,1,1,1,1,1,0.5,0.5,6,85.71428571,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,0.5,6,85.71428571,,
E07_P23_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,0.5,4.9,70,70,70
,Dr Abid Hasan Khan,1,1,0,0.9,1,0.5,0.5,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,0.5,4.9,70,,
E07_P23_AR_VO_GM,Dr Mamun Mahmud,1,1,1,1,1,0.5,0.5,6,85.71428571,85.71428571,85.71
,Dr Abid Hasan Khan,1,1,1,1,1,0.5,0.5,6,85.71428571,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,0.5,6,85.71428571,,
E08_P02_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,82.85714286,82.86
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E08_P02_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,82.85714286,82.86
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E08_P02_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,82.85714286,82.86
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E08_P02_AF_VHJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P02_AL_VHJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P02_AR_VHJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P02_AF_VLJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P02_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E08_P02_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E08_P02_AF_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P02_AL_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P02_AR_VLL_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E08_P02_AF_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P02_AL_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P02_AR_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P02_AF_VO_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P02_AL_VO_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P02_AR_VO_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AF_VFL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AL_VFL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AR_VFL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AF_VHJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AL_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E08_P03_AR_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E08_P03_AF_VLJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AL_VLJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AR_VLJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AF_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AL_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AR_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AF_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E08_P03_AR_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E08_P03_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E08_P03_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E08_P03_AR_VO_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,84.28571429,84.29
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E08_P04_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0.7,1,1,1,5.7,81.42857143,76.66666667,76.67
,Dr Abid Hasan Khan,1,1,0,0.7,1,1,1,5.7,81.42857143,,
,Dr Rayhan Islam,1,1,0,0.7,0.5,0.5,1,4.7,67.14285714,,
E08_P04_AL_VFL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,95.23809524,95.24
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,0.5,0.5,1,6,85.71428571,,
E08_P04_AR_VFL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,95.23809524,95.24
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,0.5,0.5,1,6,85.71428571,,
E08_P04_AF_VHJ_GM,Dr Mamun Mahmud,1,0,1,1,1,1,1,6,85.71428571,83.33333333,83.33
,Dr Abid Hasan Khan,1,0,1,1,1,1,1,6,85.71428571,,
